"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","button_pressed","responses","training_vector","training_matrixRow","key_press"
"pavlovia","0","2","0.0-0.0","","","","","","","",""
"fullscreen","1","2491","0.0-1.0","true","","","","","","",""
"html-button-response","2","6525","0.0-2.0","","4031.7999999523163","<p style=""text-align: justify;margin-left: 15%; margin-right:15%"">You are participating in an experiment at the Vision Lab of the Department of Cognitive Science, Central European University.  One of our main questions is what kind of representations we can create about our visual environment and how these representations influence our behavior. At our lab we use multiple methods, for example behavioral experiments and computational models. In this experiment you will observe scenes consisting of abstract shapes and answer simple questions about them. <br><br>At the beginning and throughout the experiment you will receive precise information about what to do. The experiment takes about 25 minutes in total. <br><br>The test is voluntary, and you can withdraw your participation at any time. We treat your personal information confidentially. <br>Only those people who work on this research project have access to your data. We will work with group level statistics. We will only report the results of the group in scientific publications and conferences. This research was approved by the Hungarian Psychological Research Ethics Committee.<br><br>If you have any further questions about the study, you can contact the experimenter, Beata Tunde Szabo, PhD Student. Contact: 1051 Nador u. 11. E-mail: szabo_beata-tunde@phd.ceu.edu <br><br>By pressing the button below you indicate that you read this information, found it sufficent, and you consent to participate in the experiment. <br><br> </p>","0","","","",""
"survey-html-form","3","12052","0.0-3.0","","5524.800000071526","","","{""Age"":""42"",""gender"":""Male"",""gender_other"":""""}","","",""
"html-button-response","4","29190","0.0-4.0","","17137.399999976158","<p style=""text-align: justify;margin-left: 15%; margin-right:15%""> This is your practice session. You will see a checkerboard with random simple shapes appearing in different positions in the checkerboard. Your task is simply to observe the patterns so that you would be able to answer some questions about the sequence after the practice session.  The session will last for about 15 minutes.  Please, pay attention to EACH display! <br><br>Occasionally, there will be an attention check asking you to press the spacebar. ","0","","","",""
"vsl-grid-scene-snap","5","31197","0.0-5.0-0.0-0.0","","","[[""img/obj7.png"",0,""img/obj5.png""],[0,""img/obj3.png"",""img/obj1.png""],[0,""img/obj6.png"",""img/obj2.png""]]","","","3,1,2,2,3,3,1,1,6","93",""
"vsl-grid-scene-snap","6","34206","0.0-5.0-0.0-1.0","","","[[""img/obj4.png"",0,""img/obj8.png""],[""img/obj11.png"",""img/obj12.png"",0],[""img/obj9.png"",""img/obj10.png"",0]]","","","1,1,1,1,3,4,3,1,5","26",""
"vsl-grid-scene-snap","7","37226","0.0-5.0-0.0-2.0","","","[[0,""img/obj9.png"",""img/obj10.png""],[""img/obj4.png"",0,""img/obj8.png""],[""img/obj11.png"",""img/obj12.png"",0]]","","","1,2,1,2,1,4,3,2,5","38",""
"vsl-grid-scene-snap","8","40231","0.0-5.0-0.0-3.0","","","[[""img/obj6.png"",""img/obj2.png"",0],[""img/obj5.png"",""img/obj7.png"",0],[""img/obj1.png"",0,""img/obj3.png""]]","","","1,2,2,1,1,3,2,2,6","69",""
"vsl-grid-scene-snap","9","43254","0.0-5.0-0.0-4.0","","","[[""img/obj4.png"",""img/obj9.png"",""img/obj10.png""],[""img/obj11.png"",""img/obj7.png"",0],[0,0,""img/obj3.png""]]","","","1,1,1,2,1,4,2,2,6","10",""
"vsl-grid-scene-snap","10","46262","0.0-5.0-0.0-5.0","","","[[0,""img/obj8.png"",0],[""img/obj12.png"",0,""img/obj4.png""],[""img/obj9.png"",""img/obj10.png"",""img/obj11.png""]]","","","3,2,1,1,3,4,2,1,5","134",""
"vsl-grid-scene-snap","11","49270","0.0-5.0-0.0-6.0","","","[[""img/obj7.png"",0,""img/obj5.png""],[0,""img/obj3.png"",""img/obj1.png""],[0,""img/obj9.png"",""img/obj10.png""]]","","","3,1,2,2,3,4,1,1,6","95",""
"vsl-grid-scene-snap","12","52288","0.0-5.0-0.0-7.0","","","[[0,""img/obj9.png"",""img/obj10.png""],[0,""img/obj8.png"",""img/obj4.png""],[""img/obj12.png"",0,""img/obj11.png""]]","","","3,2,1,2,1,4,2,2,5","122",""
"vsl-grid-scene-snap","13","55305","0.0-5.0-0.0-8.0","","","[[""img/obj4.png"",0,0],[""img/obj11.png"",""img/obj7.png"",0],[""img/obj6.png"",""img/obj2.png"",""img/obj3.png""]]","","","1,1,1,1,3,3,2,2,6","32",""
"vsl-grid-scene-snap","14","58324","0.0-5.0-0.0-9.0","","","[[""img/obj9.png"",""img/obj10.png"",0],[""img/obj4.png"",0,""img/obj8.png""],[""img/obj11.png"",""img/obj12.png"",0]]","","","1,2,1,1,1,4,3,2,5","62",""
"vsl-grid-scene-snap","15","61346","0.0-5.0-0.0-10.0","","","[[""img/obj9.png"",""img/obj10.png"",""img/obj8.png""],[0,""img/obj12.png"",""img/obj5.png""],[0,0,""img/obj1.png""]]","","","3,2,2,1,1,4,3,1,5","119",""
"vsl-grid-scene-snap","16","64365","0.0-5.0-0.0-11.0","","","[[0,""img/obj7.png"",0],[""img/obj5.png"",0,""img/obj3.png""],[""img/obj1.png"",""img/obj9.png"",""img/obj10.png""]]","","","1,2,2,2,3,4,2,1,6","55",""
"vsl-grid-scene-snap","17","67386","0.0-5.0-0.0-12.0","","","[[""img/obj5.png"",0,0],[""img/obj1.png"",""img/obj8.png"",0],[""img/obj12.png"",""img/obj6.png"",""img/obj2.png""]]","","","1,1,2,2,3,3,2,2,5","17",""
"vsl-grid-scene-snap","18","70390","0.0-5.0-0.0-13.0","","","[[""img/obj7.png"",""img/obj6.png"",""img/obj2.png""],[""img/obj4.png"",""img/obj3.png"",0],[""img/obj11.png"",0,0]]","","","1,2,1,2,1,3,1,1,6","40",""
"vsl-grid-scene-snap","19","73397","0.0-5.0-0.0-14.0","","","[[""img/obj4.png"",""img/obj7.png"",0],[""img/obj11.png"",0,""img/obj3.png""],[0,""img/obj9.png"",""img/obj10.png""]]","","","1,1,1,2,3,4,2,1,6","22",""
"vsl-grid-scene-snap","20","76418","0.0-5.0-0.0-15.0","","","[[0,0,""img/obj4.png""],[0,""img/obj7.png"",""img/obj11.png""],[""img/obj9.png"",""img/obj10.png"",""img/obj3.png""]]","","","3,1,1,1,3,4,2,2,6","106",""
"vsl-grid-scene-snap","21","79439","0.0-5.0-0.0-16.0","","","[[0,""img/obj6.png"",""img/obj2.png""],[""img/obj4.png"",0,""img/obj8.png""],[""img/obj11.png"",""img/obj12.png"",0]]","","","1,2,1,2,1,3,3,2,5","36",""
"vsl-grid-scene-snap","22","82459","0.0-5.0-0.0-17.0","","","[[""img/obj9.png"",""img/obj10.png"",""img/obj4.png""],[""img/obj7.png"",0,""img/obj11.png""],[0,""img/obj3.png"",0]]","","","3,1,1,1,1,4,1,2,6","78",""
"vsl-grid-scene-snap","23","85481","0.0-5.0-0.0-18.0","","","[[""img/obj7.png"",""img/obj6.png"",""img/obj2.png""],[0,""img/obj3.png"",""img/obj5.png""],[0,0,""img/obj1.png""]]","","","3,2,2,2,1,3,1,1,6","129",""
"vsl-grid-scene-snap","24","88499","0.0-5.0-0.0-19.0","","","[[""img/obj7.png"",""img/obj9.png"",""img/obj10.png""],[""img/obj4.png"",""img/obj3.png"",0],[""img/obj11.png"",0,0]]","","","1,2,1,2,1,4,1,1,6","42",""
"vsl-grid-scene-snap","25","91518","0.0-5.0-0.0-20.0","","","[[""img/obj4.png"",""img/obj9.png"",""img/obj10.png""],[""img/obj11.png"",0,""img/obj8.png""],[0,""img/obj12.png"",0]]","","","1,1,1,2,1,4,3,2,5","2",""
"vsl-grid-scene-snap","26","94534","0.0-5.0-0.0-21.0","","","[[""img/obj7.png"",""img/obj6.png"",""img/obj2.png""],[0,""img/obj3.png"",""img/obj4.png""],[0,0,""img/obj11.png""]]","","","3,2,1,2,1,3,1,1,6","128",""
"vsl-grid-scene-snap","27","97542","0.0-5.0-0.0-22.0","","","[[""img/obj7.png"",0,""img/obj5.png""],[0,""img/obj3.png"",""img/obj1.png""],[""img/obj6.png"",""img/obj2.png"",0]]","","","3,1,2,1,3,3,1,1,6","101",""
"vsl-grid-scene-snap","28","100563","0.0-5.0-0.0-23.0","","","[[""img/obj7.png"",0,""img/obj5.png""],[0,""img/obj3.png"",""img/obj1.png""],[""img/obj9.png"",""img/obj10.png"",0]]","","","3,1,2,1,3,4,1,1,6","103",""
"vsl-grid-scene-snap","29","103583","0.0-5.0-0.0-24.0","","","[[""img/obj7.png"",0,0],[0,""img/obj3.png"",""img/obj5.png""],[""img/obj6.png"",""img/obj2.png"",""img/obj1.png""]]","","","3,2,2,1,3,3,1,1,6","137",""
"vsl-grid-scene-snap","30","106588","0.0-5.0-0.0-25.0","","","[[""img/obj7.png"",0,0],[""img/obj5.png"",""img/obj3.png"",0],[""img/obj1.png"",""img/obj9.png"",""img/obj10.png""]]","","","1,2,2,2,3,4,1,1,6","59",""
"vsl-grid-scene-snap","31","109611","0.0-5.0-0.0-26.0","","","[[0,""img/obj8.png"",""img/obj4.png""],[""img/obj12.png"",0,""img/obj11.png""],[0,""img/obj9.png"",""img/obj10.png""]]","","","3,1,1,2,3,4,2,1,5","90",""
"vsl-grid-scene-snap","32","112618","0.0-5.0-0.0-27.0","","","[[""img/obj7.png"",0,""img/obj4.png""],[0,""img/obj3.png"",""img/obj11.png""],[0,""img/obj6.png"",""img/obj2.png""]]","","","3,1,1,2,3,3,1,1,6","92",""
"vsl-grid-scene-snap","33","115635","0.0-5.0-0.0-28.0","","","[[""img/obj6.png"",""img/obj2.png"",0],[""img/obj7.png"",0,""img/obj4.png""],[0,""img/obj3.png"",""img/obj11.png""]]","","","3,2,1,1,1,3,1,2,6","112",""
"vsl-grid-scene-snap","34","118645","0.0-5.0-0.0-29.0","","","[[""img/obj7.png"",0,""img/obj4.png""],[0,""img/obj3.png"",""img/obj11.png""],[""img/obj9.png"",""img/obj10.png"",0]]","","","3,1,1,1,3,4,1,1,6","102",""
"vsl-grid-scene-snap","35","121674","0.0-5.0-0.0-30.0","","","[[""img/obj5.png"",""img/obj9.png"",""img/obj10.png""],[""img/obj1.png"",""img/obj8.png"",0],[""img/obj12.png"",0,0]]","","","1,1,2,2,1,4,2,2,5","7",""
"vsl-grid-scene-snap","36","124679","0.0-5.0-0.0-31.0","","","[[0,""img/obj9.png"",""img/obj10.png""],[""img/obj5.png"",""img/obj7.png"",0],[""img/obj1.png"",0,""img/obj3.png""]]","","","1,2,2,2,1,4,2,2,6","47",""
"vsl-grid-scene-snap","37","127700","0.0-5.0-0.0-32.0","","","[[0,0,""img/obj8.png""],[0,""img/obj12.png"",""img/obj5.png""],[""img/obj6.png"",""img/obj2.png"",""img/obj1.png""]]","","","3,2,2,1,3,3,3,1,5","141",""
"vsl-grid-scene-snap","38","130719","0.0-5.0-0.0-33.0","","","[[""img/obj5.png"",0,""img/obj8.png""],[""img/obj1.png"",""img/obj12.png"",0],[0,""img/obj9.png"",""img/obj10.png""]]","","","1,1,2,2,3,4,3,1,5","15",""
"vsl-grid-scene-snap","39","133739","0.0-5.0-0.0-34.0","","","[[0,""img/obj8.png"",""img/obj4.png""],[""img/obj12.png"",0,""img/obj11.png""],[0,""img/obj6.png"",""img/obj2.png""]]","","","3,1,1,2,3,3,2,1,5","88",""
"vsl-grid-scene-snap","40","136759","0.0-5.0-0.0-35.0","","","[[""img/obj5.png"",""img/obj9.png"",""img/obj10.png""],[""img/obj1.png"",""img/obj7.png"",0],[0,0,""img/obj3.png""]]","","","1,1,2,2,1,4,2,2,6","11",""
"vsl-grid-scene-snap","41","139778","0.0-5.0-0.0-36.0","","","[[""img/obj5.png"",""img/obj6.png"",""img/obj2.png""],[""img/obj1.png"",""img/obj8.png"",0],[""img/obj12.png"",0,0]]","","","1,1,2,2,1,3,2,2,5","5",""
"vsl-grid-scene-snap","42","142798","0.0-5.0-0.0-37.0","","","[[0,0,""img/obj8.png""],[""img/obj4.png"",""img/obj12.png"",0],[""img/obj11.png"",""img/obj6.png"",""img/obj2.png""]]","","","1,2,1,2,3,3,3,1,5","48",""
"vsl-grid-scene-snap","43","145808","0.0-5.0-0.0-38.0","","","[[""img/obj5.png"",0,0],[""img/obj1.png"",""img/obj7.png"",0],[""img/obj6.png"",""img/obj2.png"",""img/obj3.png""]]","","","1,1,2,1,3,3,2,2,6","33",""
