### Experiment Data ###
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","viewport_dims","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"true","3599","fullscreen","0","4605","0.0-0.0","{""width"":1536,""height"":864}","","","","","","","","","","","","",""
"","4755","html-button-response","1","9368","0.0-1.0","{""width"":1536,""height"":864}","
        <p style=""text-align: center;"">Please select the webcam associated with the screen you are using to view the experiment.</p>
        <p style=""text-align: center;"">Select your webcam:</p>
        <select id=""webcam-select""></select>
    	","0","","","","","","","","","","",""
"","1461","html-button-response","2","10830","0.0-2.0","{""width"":1536,""height"":864}","<p>Click to start calibration!</p>","0","","","","","","","","","","",""
"","","html-keyboard-response","3","46586","0.0-3.0","{""width"":1536,""height"":864}","","","","","","","","","","","","",""
"","3147","html-button-response","4","49735","0.0-4.0","{""width"":1536,""height"":864}","<p>Click to start validation!</p>","0","","","","","","","","","","",""
"","","html-keyboard-response","5","103644","0.0-5.0","{""width"":1536,""height"":864}","","","","","","","","","","","","",""
"","2829","html-button-response","6","106475","0.0-6.0","{""width"":1536,""height"":864}","<p style=""text-align: justify;margin-left: 15%; margin-right:15%"">You are participating in an experiment at the Vision Lab of the Department of Cognitive Science, Central European University.  One of our main questions is what kind of representations we can create about our visual environment and how these representations influence our behavior. At our lab we use multiple methods, for example behavioral experiments and computational models. In this experiment you will observe scenes consisting of abstract shapes and answer simple questions about them. <br><br>At the beginning and throughout the experiment you will receive precise information about what to do. The experiment takes about 20 minutes in total. <br><br>The test is voluntary, and you can withdraw your participation at any time. We treat your personal information confidentially. <br>Only those people who work on this research project have access to your data. We will work with group level statistics. We will only report the results of the group in scientific publications and conferences. This research was approved by the Hungarian Psychological Research Ethics Committee.<br><br>If you have any further questions about the study, you can contact the experimenter, Beata Tunde Szabo, PhD Student. Contact: 1051 Nador u. 11. E-mail: szabo_beata-tunde@phd.ceu.edu <br><br>By pressing the button below you indicate that you read this information, found it sufficent, and you consent to participate in the experiment. <br><br> </p>","0","","","","","","","","","","",""
"","1718","html-button-response","7","108194","0.0-7.0","{""width"":1536,""height"":864}","<p style=""text-align: justify;margin-left: 15%; margin-right:15%""> This is your practice session. You will see a checkerboard with random simple shapes appearing in different positions in the checkerboard. Your task is simply to observe the patterns so that you would be able to answer some questions about the sequence after the practice session.  The session will last for about 8 minutes.  Please, pay attention to EACH display! <br><br>Occasionally, there will be an attention check asking you to press the spacebar. ","0","","","","","","","","","","",""
"","","vsl-grid-scene-snap","8","110973","0.0-8.0-0.0-0.0","{""width"":1536,""height"":864}","[[0,0,""img/obj3.png"",0,0],[0,""img/obj8.png"",""img/obj11.png"",0,0],[0,0,""img/obj5.png"",""img/obj9.png"",0],[0,0,0,0,""img/obj1.png""],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","9","116439","0.0-8.0-0.0-1.0","{""width"":1536,""height"":864}","[[0,""img/obj3.png"",0,0,0],[""img/obj8.png"",""img/obj11.png"",0,0,0],[0,""img/obj5.png"",""img/obj9.png"",0,0],[0,0,0,""img/obj1.png"",0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","2712","vsl-grid-scene","10","121374","0.0-8.0-1.0-0.0-0.0","{""width"":1536,""height"":864}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","11","123037","0.0-8.0-1.0-1.0","{""width"":1536,""height"":864}"," ","null","","","","","","","","","","",""
"","2812","vsl-grid-scene","12","125851","0.0-8.0-3.0-0.0-0.0","{""width"":1536,""height"":864}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","13","127536","0.0-8.0-3.0-1.0","{""width"":1536,""height"":864}"," ","null","","","","","","","","","","",""
"","1151","vsl-grid-scene","14","128689","0.0-8.0-5.0-0.0-0.0","{""width"":1536,""height"":864}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","15","130398","0.0-8.0-5.0-1.0","{""width"":1536,""height"":864}"," ","null","","","","","","","","","","",""
"","","vsl-grid-scene-snap","16","133358","0.0-8.0-6.0-0.0","{""width"":1536,""height"":864}","[[0,0,""img/obj3.png"",0,0],[0,""img/obj8.png"",""img/obj11.png"",0,0],[0,0,""img/obj5.png"",""img/obj9.png"",0],[0,0,0,0,""img/obj1.png""],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","17","138554","0.0-8.0-6.0-1.0","{""width"":1536,""height"":864}","[[0,""img/obj3.png"",0,0,0],[""img/obj8.png"",""img/obj11.png"",0,0,0],[0,""img/obj5.png"",""img/obj9.png"",0,0],[0,0,0,""img/obj1.png"",0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","1653","vsl-grid-scene","18","141899","0.0-8.0-7.0-0.0-0.0","{""width"":1536,""height"":864}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","19","144145","0.0-8.0-7.0-1.0","{""width"":1536,""height"":864}"," ","null","","","","","","","","","","",""
"","2259","vsl-grid-scene","20","146405","0.0-8.0-9.0-0.0-0.0","{""width"":1536,""height"":864}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","21","148099","0.0-8.0-9.0-1.0","{""width"":1536,""height"":864}"," ","null","","","","","","","","","","",""
"","null","html-keyboard-response","22","149807","0.0-9.0-0.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>120","null","","","","","","","","","","",""
"","null","html-keyboard-response","23","151985","0.0-9.0-1.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>119","null","","","","","","","","","","",""
"","null","html-keyboard-response","24","153675","0.0-9.0-2.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>118","null","","","","","","","","","","",""
"","null","html-keyboard-response","25","155319","0.0-9.0-3.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>117","null","","","","","","","","","","",""
"","null","html-keyboard-response","26","156981","0.0-9.0-4.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>116","null","","","","","","","","","","",""
"","null","html-keyboard-response","27","158098","0.0-9.0-5.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>115","null","","","","","","","","","","",""
"","null","html-keyboard-response","28","160327","0.0-9.0-6.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>114","null","","","","","","","","","","",""
"","null","html-keyboard-response","29","162512","0.0-9.0-7.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>113","null","","","","","","","","","","",""
"","null","html-keyboard-response","30","164207","0.0-9.0-8.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>112","null","","","","","","","","","","",""
"","null","html-keyboard-response","31","165838","0.0-9.0-9.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>111","null","","","","","","","","","","",""
"","null","html-keyboard-response","32","168043","0.0-9.0-10.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>110","null","","","","","","","","","","",""
"","null","html-keyboard-response","33","169713","0.0-9.0-11.0","{""width"":1536,""height"":864}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>109","null","","","","","","","","","","",""
