### Experiment Data ###
"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","viewport_dims","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"true","2609","fullscreen","0","3634","0.0-0.0","{""width"":2048,""height"":898}","","","","","","","","","","","","",""
"","4099","html-button-response","1","7735","0.0-1.0","{""width"":2048,""height"":898}","
        <p style=""text-align: center;"">Please select the webcam associated with the screen you are using to view the experiment.</p>
        <p style=""text-align: center;"">Select your webcam:</p>
        <select id=""webcam-select""></select>
    	","0","","","","","","","","","","",""
"","921","html-button-response","2","8658","0.0-2.0","{""width"":2048,""height"":898}","<p>Click to start calibration!</p>","0","","","","","","","","","","",""
"","","html-keyboard-response","3","31396","0.0-3.0","{""width"":2048,""height"":898}","","","","","","","","","","","","",""
"","2217","html-button-response","4","33614","0.0-4.0","{""width"":2048,""height"":898}","<p style=""text-align: justify;margin-left: 15%; margin-right:15%"">You are participating in an experiment at the Vision Lab of the Department of Cognitive Science, Central European University.  One of our main questions is what kind of representations we can create about our visual environment and how these representations influence our behavior. At our lab we use multiple methods, for example behavioral experiments and computational models. In this experiment you will observe scenes consisting of abstract shapes and answer simple questions about them. <br><br>At the beginning and throughout the experiment you will receive precise information about what to do. The experiment takes about 20 minutes in total. <br><br>The test is voluntary, and you can withdraw your participation at any time. We treat your personal information confidentially. <br>Only those people who work on this research project have access to your data. We will work with group level statistics. We will only report the results of the group in scientific publications and conferences. This research was approved by the Hungarian Psychological Research Ethics Committee.<br><br>If you have any further questions about the study, you can contact the experimenter, Beata Tunde Szabo, PhD Student. Contact: 1051 Nador u. 11. E-mail: szabo_beata-tunde@phd.ceu.edu <br><br>By pressing the button below you indicate that you read this information, found it sufficent, and you consent to participate in the experiment. <br><br> </p>","0","","","","","","","","","","",""
"","1596","html-button-response","5","35210","0.0-5.0","{""width"":2048,""height"":898}","<p style=""text-align: justify;margin-left: 15%; margin-right:15%""> This is your practice session. You will see a checkerboard with random simple shapes appearing in different positions in the checkerboard. Your task is simply to observe the patterns so that you would be able to answer some questions about the sequence after the practice session.  The session will last for about 8 minutes.  Please, pay attention to EACH display! <br><br>Occasionally, there will be an attention check asking you to press the spacebar. ","0","","","","","","","","","","",""
"","","vsl-grid-scene-snap","6","37569","0.0-6.0-0.0-0.0","{""width"":2048,""height"":898}","[[0,""img/obj6.png"",0,0,0],[""img/obj2.png"",""img/obj5.png"",0,0,0],[0,""img/obj7.png"",""img/obj11.png"",0,0],[0,0,0,""img/obj10.png"",0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","7","41755","0.0-6.0-0.0-1.0","{""width"":2048,""height"":898}","[[0,0,""img/obj6.png"",0,0],[0,""img/obj2.png"",""img/obj5.png"",0,0],[0,0,""img/obj7.png"",""img/obj11.png"",0],[0,0,0,0,""img/obj10.png""],[0,0,0,0,0]]","","","","","","","","","","","",""
"","1573","vsl-grid-scene","8","44924","0.0-6.0-1.0-0.0-0.0","{""width"":2048,""height"":898}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","9","46259","0.0-6.0-1.0-1.0","{""width"":2048,""height"":898}"," ","null","","","","","","","","","","",""
"","1865","vsl-grid-scene","10","48125","0.0-6.0-3.0-0.0-0.0","{""width"":2048,""height"":898}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","11","49707","0.0-6.0-3.0-1.0","{""width"":2048,""height"":898}"," ","null","","","","","","","","","","",""
"","656","vsl-grid-scene","12","50363","0.0-6.0-5.0-0.0-0.0","{""width"":2048,""height"":898}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","13","51915","0.0-6.0-5.0-1.0","{""width"":2048,""height"":898}"," ","null","","","","","","","","","","",""
"","","vsl-grid-scene-snap","14","54735","0.0-6.0-6.0-0.0","{""width"":2048,""height"":898}","[[0,""img/obj6.png"",0,0,0],[""img/obj2.png"",""img/obj5.png"",0,0,0],[0,""img/obj7.png"",""img/obj11.png"",0,0],[0,0,0,""img/obj10.png"",0],[0,0,0,0,0]]","","","","","","","","","","","",""
"","","vsl-grid-scene-snap","15","59109","0.0-6.0-6.0-1.0","{""width"":2048,""height"":898}","[[0,0,""img/obj6.png"",0,0],[0,""img/obj2.png"",""img/obj5.png"",0,0],[0,0,""img/obj7.png"",""img/obj11.png"",0],[0,0,0,0,""img/obj10.png""],[0,0,0,0,0]]","","","","","","","","","","","",""
"","962","vsl-grid-scene","16","61624","0.0-6.0-7.0-0.0-0.0","{""width"":2048,""height"":898}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","17","63171","0.0-6.0-7.0-1.0","{""width"":2048,""height"":898}"," ","null","","","","","","","","","","",""
"","914","vsl-grid-scene","18","64086","0.0-6.0-9.0-0.0-0.0","{""width"":2048,""height"":898}",""," ","","","","","","","","","","",""
"","null","html-keyboard-response","19","65991","0.0-6.0-9.0-1.0","{""width"":2048,""height"":898}"," ","null","","","","","","","","","","",""
"","null","html-keyboard-response","20","67842","0.0-7.0-0.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>120","null","","","","","","","","","","",""
"","null","html-keyboard-response","21","69402","0.0-7.0-1.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>119","null","","","","","","","","","","",""
"","null","html-keyboard-response","22","70640","0.0-7.0-2.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>118","null","","","","","","","","","","",""
"","null","html-keyboard-response","23","71902","0.0-7.0-3.0","{""width"":2048,""height"":898}","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>117","null","","","","","","","","","","",""
